weathertypeid,locationid,eventdate,severity
1,1442,2020-08-04,Severe
3,1203,2020-11-26,Light
1,485,2020-02-06,Severe
5,1524,2020-06-12,Severe
2,392,2020-06-16,Light
1,1363,2020-10-20,Severe
3,114,2020-12-23,Light
3,1401,2020-01-11,Light
3,1167,2020-02-18,Light
3,1101,2020-10-24,Light
2,693,2020-07-08,Light
1,681,2020-03-21,Severe
4,16,2020-10-12,UNK
2,685,2020-06-29,Light
1,176,2020-12-12,Moderate
1,915,2020-10-08,Severe
2,147,2020-09-08,Light
2,628,2020-02-25,Light
1,1403,2020-01-17,Severe
2,1657,2020-02-19,Light
2,1615,2020-07-25,Light
2,596,2020-04-14,Light
2,1168,2020-03-12,Light
2,1451,2020-06-10,Light
2,456,2020-02-13,Moderate
2,104,2020-06-23,Light
1,299,2020-08-12,Moderate
6,224,2020-10-31,Severe
1,1357,2020-01-24,Severe
3,1236,2020-02-10,Light
1,1164,2020-12-12,Severe
3,283,2020-02-09,Light
1,60,2020-11-09,Severe
2,604,2020-05-27,Moderate
2,456,2020-06-18,Light
2,383,2020-10-29,Light
2,1305,2020-02-06,Moderate
2,63,2020-10-11,Moderate
2,1058,2020-09-29,Light
3,411,2020-01-28,Light
3,3,2020-02-26,Light
1,912,2020-09-12,Moderate
1,659,2020-12-11,Severe
1,1036,2020-08-26,Severe
2,205,2020-03-04,Light
1,36,2020-10-09,Moderate
2,803,2020-10-04,Light
2,1658,2020-01-29,Light
1,577,2020-01-28,Severe
2,1338,2020-04-21,Moderate
2,159,2020-03-15,Light
1,773,2020-06-02,Moderate
2,1377,2020-02-01,Light
1,930,2020-07-23,Severe
2,1288,2020-05-02,Moderate
2,237,2020-02-25,Light
1,407,2020-08-23,Severe
2,809,2020-03-05,Light
2,1402,2020-10-28,Light
2,2,2020-05-19,Light
2,826,2020-06-06,Light
3,163,2020-02-28,Light
1,1528,2020-02-11,Severe
2,1361,2020-09-06,Moderate
2,337,2020-05-29,Light
2,163,2020-05-01,Light
2,534,2020-04-22,Light
2,1555,2020-08-15,Light
2,1265,2020-02-01,Light
2,603,2020-02-11,Moderate
2,112,2020-08-24,Light
2,1042,2020-01-24,Light
2,1171,2020-08-08,Light
3,1619,2020-12-26,Light
1,231,2020-12-10,Moderate
1,206,2020-01-13,Severe
2,1080,2020-02-06,Moderate
4,1258,2020-08-25,UNK
5,1476,2020-12-05,Severe
2,32,2020-03-22,Light
1,548,2020-05-26,Severe
2,3,2020-04-12,Light
4,786,2020-02-11,UNK
2,1470,2020-06-12,Light
2,888,2020-11-26,Light
1,1660,2020-06-18,Severe
2,1419,2020-05-16,Light
2,1316,2020-02-06,Light
1,329,2020-01-28,Moderate
2,694,2020-09-02,Light
4,676,2020-06-04,UNK
2,1615,2020-11-12,Moderate
2,1361,2020-09-10,Light
4,706,2020-06-23,UNK
2,507,2020-05-25,Moderate
2,829,2020-06-18,Light
2,292,2020-08-13,Light
2,868,2020-02-24,Light
2,1184,2020-10-21,Moderate
2,5,2020-11-26,Light
2,758,2020-11-23,Light
1,1430,2020-01-14,Severe
3,131,2020-03-13,Light
1,1613,2020-05-19,Severe
3,1637,2020-02-07,Light
2,830,2020-10-18,Light
5,1661,2020-08-14,Severe
2,332,2020-10-18,Light
4,32,2020-05-16,UNK
2,333,2020-04-27,Light
1,91,2020-10-14,Severe
2,102,2020-03-24,Light
2,419,2020-01-15,Light
2,1547,2020-03-17,Light
2,655,2020-12-02,Light
2,1291,2020-12-31,Light
2,776,2020-04-10,Light
2,1185,2020-01-23,Light
2,749,2020-05-19,Light
2,1109,2020-02-11,Heavy
2,556,2020-09-09,Light
2,866,2020-12-05,Moderate
2,693,2020-01-11,Light
2,1532,2020-05-01,Light
3,231,2020-04-16,Light
2,398,2020-09-16,Light
2,295,2020-11-01,Moderate
5,440,2020-03-01,Severe
1,842,2020-10-09,Severe
2,59,2020-03-28,Light
4,290,2020-03-29,UNK
2,464,2020-06-13,Light
2,275,2020-07-21,Light
1,520,2020-10-22,Severe
5,1202,2020-04-05,Severe
2,622,2020-01-04,Light
3,618,2020-01-12,Light
3,147,2020-02-25,Light
1,807,2020-02-26,Severe
1,353,2020-03-24,Severe
2,503,2020-02-06,Light
2,242,2020-07-22,Light
2,1664,2020-11-29,Light
5,263,2020-09-07,Severe
1,953,2020-04-06,Severe
2,563,2020-12-15,Light
2,840,2020-03-17,Light
1,432,2020-09-28,Severe
2,364,2020-04-25,Light
2,1085,2020-04-12,Light
2,593,2020-04-01,Light
2,355,2020-08-25,Light
1,372,2020-03-03,Severe
2,3,2020-12-19,Light
2,306,2020-02-20,Light
3,1581,2020-02-27,Light
3,329,2020-11-30,Moderate
2,1210,2020-08-13,Light
2,1381,2020-05-27,Light
2,625,2020-06-16,Light
2,1017,2020-09-10,Light
3,80,2020-04-18,Moderate
2,26,2020-01-11,Light
1,143,2020-07-18,Moderate
3,685,2020-04-03,Light
1,284,2020-08-25,Severe
1,1588,2020-12-02,Moderate
2,582,2020-02-12,Light
2,331,2020-01-22,Light
3,405,2020-11-16,Light
1,1660,2020-04-12,Severe
2,1256,2020-07-09,Moderate
1,1535,2020-01-14,Moderate
1,1292,2020-04-01,Moderate
5,115,2020-09-15,Severe
1,1299,2020-08-13,Severe
1,4,2020-02-12,Severe
2,770,2020-05-08,Light
2,1065,2020-07-26,Light
1,261,2020-08-07,Moderate
1,191,2020-08-25,Moderate
1,736,2020-02-12,Severe
3,105,2020-01-25,Light
2,1199,2020-07-09,Moderate
2,65,2020-06-10,Light
2,1515,2020-05-26,Moderate
1,1464,2020-06-28,Severe
1,1666,2020-01-17,Severe
2,415,2020-06-13,Light
2,59,2020-04-19,Light
2,359,2020-07-11,Light
3,791,2020-01-03,Light
1,1667,2020-11-14,Severe
2,694,2020-06-10,Light
1,984,2020-05-25,Moderate
2,1368,2020-11-14,Light
2,1073,2020-04-18,Moderate
1,815,2020-03-13,Severe
3,274,2020-02-25,Light
2,37,2020-07-05,Light
2,1522,2020-07-25,Light
1,371,2020-02-11,Severe
1,1199,2020-06-30,Severe
1,828,2020-05-30,Severe
1,1262,2020-04-29,Moderate
2,1018,2020-06-22,Moderate
2,673,2020-11-26,Light
2,488,2020-12-30,Light
2,1451,2020-01-12,Light
5,1098,2020-07-01,Severe
1,801,2020-03-14,Severe
2,609,2020-02-25,Light
1,168,2020-07-15,Severe
3,653,2020-12-25,Light
2,547,2020-10-13,Light
2,147,2020-09-10,Light
1,617,2020-02-20,Moderate
3,1436,2020-12-29,Light
5,21,2020-01-15,Severe
2,1525,2020-01-06,Light
2,23,2020-05-31,Light
3,1646,2020-01-18,Light
1,176,2020-06-30,Severe
4,1591,2020-12-14,UNK
2,766,2020-09-01,Light
1,52,2020-08-25,Severe
1,1519,2020-09-27,Severe
2,771,2020-04-24,Light
3,1299,2020-02-18,Light
2,792,2020-05-27,Light
1,299,2020-02-12,Severe
2,146,2020-03-27,Light
2,159,2020-11-25,Heavy
1,643,2020-05-06,Severe
1,231,2020-07-15,Severe
2,804,2020-04-13,Light
2,567,2020-02-17,Light
2,1562,2020-07-28,Moderate
1,1013,2020-10-16,Severe
1,214,2020-09-05,Moderate
3,1180,2020-12-26,Light
6,348,2020-04-28,Severe
2,196,2020-06-16,Light
1,403,2020-07-02,Severe
3,86,2020-01-13,Light
3,679,2020-05-10,Heavy
2,1201,2020-10-17,Light
3,65,2020-05-10,Light
1,1668,2020-10-31,Moderate
2,1595,2020-12-26,Light
1,217,2020-10-09,Severe
2,309,2020-04-30,Moderate
2,1299,2020-04-13,Heavy
3,1658,2020-01-11,Light
2,756,2020-05-25,Light
1,572,2020-08-18,Severe
2,404,2020-05-23,Moderate
2,983,2020-02-25,Light
1,488,2020-10-08,Severe
1,1299,2020-12-31,Severe
4,340,2020-05-16,UNK
1,138,2020-05-30,Severe
1,725,2020-05-19,Severe
2,374,2020-08-06,Light
2,431,2020-04-19,Moderate
2,605,2020-11-10,Light
2,311,2020-01-02,Heavy
3,46,2020-01-11,Light
1,736,2020-12-19,Severe
2,54,2020-01-23,Light
1,26,2020-07-04,Severe
1,1669,2020-01-25,Severe
2,287,2020-02-07,Moderate
1,530,2020-04-29,Severe
1,1097,2020-10-04,Moderate
3,1545,2020-11-24,Heavy
2,587,2020-03-12,Moderate
1,1655,2020-02-25,Severe
2,693,2020-04-19,Light
3,1670,2020-02-26,Light
2,117,2020-03-10,Light
1,669,2020-01-23,Severe
1,1095,2020-10-20,Severe
3,1671,2020-02-12,Light
3,288,2020-04-22,Light
2,797,2020-10-10,Light
5,760,2020-01-28,Severe
1,857,2020-07-25,Severe
1,1244,2020-03-14,Severe
1,933,2020-07-23,Severe
2,71,2020-03-04,Light
2,1672,2020-02-17,Light
2,1446,2020-02-06,Light
2,155,2020-05-12,Light
2,206,2020-10-20,Light
2,1312,2020-06-11,Light
2,1532,2020-02-26,Light
6,1205,2020-05-08,Severe
2,9,2020-09-25,Moderate
5,1409,2020-10-10,Severe
2,91,2020-01-10,Light
1,1132,2020-04-19,Severe
1,876,2020-11-21,Severe
2,537,2020-12-31,Moderate
2,577,2020-10-10,Moderate
1,368,2020-05-25,Severe
2,323,2020-06-16,Light
2,208,2020-12-05,Light
2,358,2020-06-11,Moderate
2,156,2020-06-20,Light
2,305,2020-03-05,Light
1,784,2020-09-01,Severe
2,6,2020-11-12,Light
3,16,2020-03-29,Light
2,1278,2020-03-16,Light
3,682,2020-01-11,Moderate
2,445,2020-04-24,Light
3,491,2020-02-07,Light
2,1511,2020-12-25,Light
2,317,2020-03-03,Light
3,224,2020-04-02,Light
1,147,2020-01-11,Severe
2,204,2020-01-17,Light
3,146,2020-12-16,Light
1,121,2020-03-25,Severe
2,338,2020-06-03,Light
2,735,2020-04-07,Light
2,1225,2020-09-08,Light
2,608,2020-11-01,Light
1,979,2020-11-05,Severe
1,815,2020-01-28,Severe
1,343,2020-10-23,Severe
1,135,2020-07-19,Severe
5,674,2020-06-24,Severe
1,1674,2020-06-24,Severe
2,1174,2020-06-08,Light
2,1370,2020-09-07,Light
1,1602,2020-12-06,Moderate
2,194,2020-02-25,Light
1,240,2020-05-01,Severe
2,912,2020-04-23,Light
2,59,2020-11-11,Light
1,1003,2020-08-24,Severe
1,328,2020-06-28,Moderate
2,667,2020-07-15,Light
2,73,2020-08-21,Light
1,1106,2020-03-10,Severe
1,458,2020-01-20,Moderate
2,124,2020-03-28,Light
2,1117,2020-06-23,Light
2,998,2020-07-25,Light
2,797,2020-01-11,Light
2,1537,2020-03-24,Light
1,378,2020-06-27,Moderate
1,208,2020-08-01,Severe
1,209,2020-11-25,Severe
3,1675,2020-02-14,Light
2,1028,2020-07-26,Heavy
1,196,2020-10-10,Moderate
2,1676,2020-04-29,Light
4,276,2020-07-25,UNK
2,791,2020-05-28,Light
2,470,2020-12-31,Moderate
1,3,2020-12-24,Severe
1,563,2020-10-28,Severe
3,1626,2020-12-05,Light
5,1304,2020-05-07,Severe
1,307,2020-01-16,Severe
1,234,2020-11-06,Severe
2,548,2020-12-16,Light
1,1250,2020-08-03,Severe
3,685,2020-02-06,Light
1,1677,2020-10-25,Moderate
2,979,2020-07-06,Light
1,715,2020-02-27,Severe
1,389,2020-09-12,Moderate
5,591,2020-07-22,Severe
2,937,2020-05-25,Light
2,362,2020-08-31,Light
1,321,2020-10-06,Severe
1,1352,2020-09-12,Severe
3,387,2020-02-17,Light
2,150,2020-10-28,Heavy
2,776,2020-03-17,Light
3,324,2020-02-28,Light
2,412,2020-07-15,Light
2,411,2020-05-15,Light
1,1284,2020-12-12,Severe
1,58,2020-03-19,Severe
3,1678,2020-01-11,Light
3,63,2020-03-13,Light
1,268,2020-09-07,Severe
2,237,2020-08-18,Light
2,1345,2020-12-13,Light
1,193,2020-05-12,Severe
2,1545,2020-06-05,Heavy
2,1679,2020-04-23,Light
2,321,2020-05-22,Light
2,489,2020-03-22,Light
1,1613,2020-10-20,Severe
2,750,2020-01-15,Light
2,464,2020-12-09,Light
5,309,2020-01-15,Severe
2,115,2020-07-08,Light
2,753,2020-04-24,Light
3,151,2020-03-01,Light
2,662,2020-05-06,Light
3,909,2020-01-24,Light
1,14,2020-02-19,Moderate
2,375,2020-03-13,Light
2,1338,2020-12-13,Light
3,242,2020-03-24,Moderate
1,1583,2020-09-13,Severe
1,1074,2020-10-12,Severe
2,1062,2020-07-21,Heavy
2,1312,2020-03-27,Light
1,488,2020-04-05,Severe
1,1214,2020-09-15,Severe
1,44,2020-02-26,Severe
1,1056,2020-12-29,Moderate
4,311,2020-01-02,UNK
2,1390,2020-10-28,Light
2,1186,2020-05-28,Light
2,424,2020-06-06,Light
2,538,2020-09-10,Light
1,1132,2020-08-03,Severe
2,904,2020-06-06,Light
1,1680,2020-01-13,Severe
2,1354,2020-07-28,Light
2,614,2020-07-29,Moderate
2,1648,2020-05-19,Moderate
2,422,2020-07-27,Light
3,826,2020-04-24,Light
1,671,2020-03-15,Severe
3,1143,2020-01-27,Light
1,769,2020-11-05,Severe
2,276,2020-04-26,Light
3,1681,2020-12-14,Light
2,487,2020-06-22,Moderate
2,69,2020-12-19,Moderate
2,1083,2020-08-30,Moderate
2,1488,2020-02-12,Light
2,617,2020-09-11,Light
2,1098,2020-01-24,Light
2,718,2020-10-20,Moderate
2,158,2020-01-21,Light
3,368,2020-01-11,Heavy
1,26,2020-10-20,Severe
2,1197,2020-05-29,Light
2,150,2020-06-11,Light
3,463,2020-03-18,Light
1,54,2020-02-25,Severe
1,1172,2020-09-22,Severe
2,1454,2020-05-27,Light
3,685,2020-04-15,Light
2,62,2020-04-05,Light
2,951,2020-04-23,Light
2,641,2020-09-16,Moderate
3,970,2020-10-25,Light
3,1107,2020-01-14,Light
3,17,2020-01-25,Heavy
2,1682,2020-10-13,Light
1,350,2020-10-16,Severe
2,789,2020-01-18,Light
1,1536,2020-07-27,Moderate
2,1683,2020-10-14,Light
2,398,2020-11-28,Light
3,853,2020-11-13,Light
2,159,2020-05-14,Light
2,1667,2020-03-24,Light
2,1684,2020-04-05,Light
3,213,2020-02-07,Light
2,491,2020-05-09,Light
2,139,2020-10-22,Moderate
2,67,2020-08-01,Moderate
2,1224,2020-09-02,Light
1,92,2020-04-29,Severe
2,410,2020-02-05,Light
1,336,2020-10-08,Severe
2,1581,2020-03-28,Light
3,1002,2020-11-10,Moderate
2,1685,2020-11-28,Light
3,1260,2020-11-07,Moderate
1,96,2020-12-11,Moderate
2,392,2020-04-27,Light
1,1170,2020-04-26,Severe
2,135,2020-02-10,Light
2,1449,2020-01-29,Light
2,1648,2020-11-22,Heavy
2,1183,2020-01-28,Light
2,1093,2020-03-23,Light
1,203,2020-02-08,Severe
2,480,2020-02-20,Moderate
2,1646,2020-07-08,Light
3,377,2020-01-20,Light
2,791,2020-06-09,Heavy
1,1377,2020-05-01,Severe
1,573,2020-11-03,Severe
1,1686,2020-08-30,Severe
3,297,2020-01-19,Light
2,1298,2020-04-13,Light
1,106,2020-08-06,Moderate
2,1140,2020-06-15,Moderate
2,98,2020-11-18,Light
1,396,2020-11-30,Severe
1,856,2020-02-01,Severe
5,1687,2020-02-12,Severe
2,853,2020-09-06,Light
2,1000,2020-03-09,Light
3,856,2020-02-06,Light
2,433,2020-03-10,Light
2,123,2020-06-05,Light
2,410,2020-11-28,Light
1,22,2020-03-14,Severe
2,1298,2020-04-12,Light
3,745,2020-12-18,Light
2,904,2020-02-27,Light
1,718,2020-08-07,Severe
1,724,2020-09-08,Moderate
1,1270,2020-04-15,Severe
2,532,2020-12-30,Light
2,140,2020-10-18,Light
1,48,2020-03-13,Severe
1,392,2020-05-15,Severe
1,804,2020-05-18,Severe
2,1122,2020-11-22,Light
2,947,2020-07-02,Light
2,625,2020-12-05,Moderate
2,1288,2020-12-13,Light
1,1231,2020-02-13,Severe
2,913,2020-05-19,Light
2,331,2020-01-21,Light
2,292,2020-10-04,Light
1,995,2020-03-23,Severe
2,1688,2020-06-27,Light
1,949,2020-01-21,Moderate
1,641,2020-01-25,Severe
1,1572,2020-07-15,Severe
2,757,2020-01-04,Light
2,1080,2020-08-03,Light
2,1371,2020-10-01,Light
1,161,2020-08-25,Moderate
1,1299,2020-09-03,Moderate
1,566,2020-12-21,Severe
2,60,2020-10-27,Light
2,319,2020-10-15,Light
1,1689,2020-01-28,Severe
4,1437,2020-03-31,UNK
2,102,2020-02-12,Light
1,826,2020-10-29,Severe
2,1649,2020-03-04,Light
3,6,2020-01-09,Light
2,359,2020-08-03,Light
2,734,2020-03-23,Moderate
2,26,2020-11-12,Light
1,363,2020-02-18,Severe
2,314,2020-08-31,Moderate
1,776,2020-01-26,Severe
2,639,2020-02-25,Light
1,411,2020-03-16,Severe
2,455,2020-04-16,Light
2,410,2020-05-12,Light
2,561,2020-04-06,Light
2,654,2020-07-25,Light
2,357,2020-12-22,Light
2,79,2020-03-17,Light
2,447,2020-09-23,Moderate
2,118,2020-07-01,Moderate
2,793,2020-09-04,Light
3,334,2020-03-29,Light
2,1690,2020-05-16,Light
2,254,2020-03-10,Light
2,1085,2020-07-23,Light
1,447,2020-12-20,Severe
1,1449,2020-02-01,Severe
2,432,2020-12-27,Light
1,1026,2020-02-20,Severe
2,59,2020-12-14,Light
2,219,2020-08-11,Light
2,75,2020-05-27,Light
2,1263,2020-03-09,Light
2,26,2020-02-06,Light
2,884,2020-05-04,Moderate
3,928,2020-03-16,Light
1,1590,2020-01-30,Severe
3,157,2020-10-26,Light
2,1441,2020-03-20,Light
3,203,2020-02-12,Light
2,786,2020-01-19,Light
2,1011,2020-08-29,Light
1,1307,2020-12-18,Severe
2,163,2020-02-05,Light
1,1691,2020-04-28,Moderate
2,1481,2020-10-29,Light
2,59,2020-04-23,Moderate
2,384,2020-01-17,Light
1,1292,2020-04-21,Severe
1,82,2020-12-13,Severe
2,27,2020-03-28,Light
2,1061,2020-01-12,Light
2,5,2020-02-18,Moderate
1,229,2020-05-30,Moderate
1,547,2020-09-21,Severe
4,67,2020-02-01,UNK
2,962,2020-10-19,Light
2,1306,2020-02-07,Light
3,56,2020-03-29,Light
2,311,2020-06-24,Light
1,495,2020-12-06,Severe
3,1456,2020-04-02,Light
1,563,2020-12-10,Severe
1,192,2020-07-09,Severe
4,368,2020-03-03,UNK
2,596,2020-05-18,Light
6,1182,2020-01-06,Severe
2,1001,2020-12-30,Moderate
3,1167,2020-10-22,Light
2,740,2020-08-28,Heavy
2,563,2020-12-28,Light
2,134,2020-09-18,Light
2,256,2020-09-12,Light
2,4,2020-09-23,Light
2,1580,2020-05-29,Light
2,147,2020-09-09,Light
3,405,2020-01-26,Light
3,73,2020-03-24,Light
2,1367,2020-08-01,Moderate
2,218,2020-05-18,Light
1,235,2020-12-24,Severe
1,904,2020-09-12,Severe
2,1040,2020-03-19,Light
1,293,2020-11-10,Severe
1,161,2020-09-26,Severe
2,312,2020-06-25,Light
3,1236,2020-01-17,Light
2,139,2020-03-30,Light
1,646,2020-09-11,Severe
1,1266,2020-09-12,Severe
1,807,2020-07-05,Severe
2,853,2020-06-18,Light
2,134,2020-04-12,Light
2,299,2020-10-22,Light
1,1284,2020-04-24,Moderate
2,475,2020-09-30,Light
2,99,2020-03-30,Light
2,478,2020-11-23,Light
2,308,2020-12-13,Light
2,1692,2020-09-09,Light
3,390,2020-11-26,Light
1,344,2020-08-31,Severe
2,254,2020-03-23,Light
4,614,2020-05-22,UNK
5,1661,2020-12-30,Severe
2,205,2020-01-18,Light
3,525,2020-12-20,Light
1,368,2020-01-28,Severe
2,1308,2020-06-30,Light
2,1343,2020-06-09,Light
3,1420,2020-02-07,Moderate
1,321,2020-08-07,Severe
2,527,2020-09-24,Light
3,936,2020-12-25,Light
2,912,2020-12-05,Light
1,1466,2020-01-23,Severe
2,362,2020-08-21,Light
3,1043,2020-03-14,Moderate
2,1579,2020-11-10,Light
2,1693,2020-11-18,Light
1,1644,2020-02-07,Severe
2,7,2020-04-20,Moderate
1,1147,2020-01-15,Moderate
2,910,2020-02-12,Light
3,659,2020-02-02,Light
2,641,2020-08-02,Light
2,1106,2020-05-20,Moderate
2,571,2020-05-22,Light
2,109,2020-05-10,Light
2,112,2020-02-13,Light
2,276,2020-07-23,Moderate
2,780,2020-10-23,Light
2,715,2020-07-24,Light
2,345,2020-11-06,Light
3,1207,2020-01-10,Light
2,1318,2020-06-29,Moderate
1,1012,2020-05-23,Severe
1,159,2020-12-04,Severe
1,503,2020-03-28,Severe
1,902,2020-12-22,Severe
2,389,2020-10-26,Light
1,149,2020-01-02,Severe
2,178,2020-11-25,Light
3,574,2020-04-03,Light
2,728,2020-12-07,Light
3,1459,2020-12-07,Light
2,316,2020-06-15,Light
1,1437,2020-04-19,Severe
2,292,2020-06-20,Light
2,113,2020-04-27,Light
1,1126,2020-09-22,Severe
2,918,2020-05-27,Light
1,579,2020-11-24,Moderate
6,1487,2020-11-27,Severe
1,856,2020-04-17,Severe
2,440,2020-08-28,Light
2,946,2020-09-17,Light
2,1515,2020-05-23,Light
2,65,2020-10-14,Light
2,614,2020-06-27,Light
1,528,2020-07-22,Severe
2,59,2020-05-21,Light
2,521,2020-09-13,Light
3,52,2020-12-26,Light
1,664,2020-01-27,Severe
1,268,2020-08-14,Severe
2,1624,2020-09-03,Light
2,600,2020-01-24,Light
1,707,2020-07-11,Severe
1,211,2020-04-23,Severe
3,72,2020-01-31,Light
2,1184,2020-05-18,Light
2,5,2020-01-03,Moderate
2,194,2020-01-03,Moderate
1,16,2020-05-30,Moderate
1,173,2020-08-09,Moderate
2,1650,2020-06-08,Light
4,840,2020-06-10,UNK
2,331,2020-09-18,Light
2,475,2020-08-29,Light
2,1695,2020-03-13,Light
1,31,2020-06-28,Severe
3,978,2020-02-05,Moderate
6,213,2020-07-26,Severe
2,412,2020-03-09,Light
1,148,2020-01-28,Severe
2,723,2020-03-13,Light
2,210,2020-06-06,Light
2,1696,2020-03-11,Light
2,1334,2020-01-11,Moderate
1,5,2020-07-13,Severe
2,865,2020-11-02,Light
2,919,2020-06-06,Light
2,622,2020-07-17,Moderate
1,75,2020-12-19,Severe
1,460,2020-05-18,Severe
2,1063,2020-12-21,Light
2,599,2020-09-25,Light
1,376,2020-10-15,Moderate
2,151,2020-05-14,Light
2,1545,2020-07-21,Light
1,691,2020-09-11,Severe
2,38,2020-02-16,Light
1,56,2020-03-19,Severe
6,878,2020-05-20,Severe
1,58,2020-03-03,Severe
2,1424,2020-01-27,Light
3,22,2020-02-05,Light
2,829,2020-05-17,Moderate
2,1697,2020-06-10,Light
2,915,2020-12-09,Light
2,1648,2020-04-30,Light
2,1553,2020-04-06,Light
2,603,2020-04-01,Light
3,751,2020-02-13,Light
2,1698,2020-06-15,Light
1,1048,2020-08-21,Severe
3,242,2020-02-13,Heavy
1,1579,2020-08-22,Severe
2,1545,2020-03-12,Light
1,1053,2020-03-19,Severe
2,1564,2020-07-31,Heavy
1,1011,2020-08-08,Severe
1,713,2020-10-27,Severe
2,630,2020-02-08,Light
2,821,2020-12-25,Light
2,245,2020-08-12,Light
1,210,2020-07-18,Severe
1,642,2020-02-19,Severe
2,190,2020-07-22,Light
1,1358,2020-12-12,Severe
2,273,2020-05-12,Light
2,513,2020-08-22,Light
2,77,2020-02-24,Light
2,468,2020-03-17,Light
2,98,2020-03-30,Light
2,485,2020-03-28,Light
1,159,2020-07-15,Moderate
3,1426,2020-01-11,Light
2,1290,2020-12-05,Light
3,1699,2020-04-17,Light
3,1601,2020-03-03,Light
3,801,2020-02-17,Light
2,445,2020-09-02,Moderate
1,573,2020-10-01,Severe
5,48,2020-07-26,Severe
1,587,2020-05-25,Severe
1,214,2020-12-14,Severe
1,1317,2020-09-10,Severe
2,1289,2020-04-20,Light
3,949,2020-10-19,Light
5,256,2020-12-21,Severe
1,524,2020-08-22,Moderate
3,203,2020-02-13,Moderate
3,274,2020-02-28,Light
3,94,2020-12-29,Moderate
2,1217,2020-06-28,Light
2,417,2020-04-19,Light
2,126,2020-11-12,Light
1,119,2020-12-31,Severe
2,1023,2020-06-22,Light
1,1149,2020-04-19,Severe
2,1458,2020-08-01,Light
1,159,2020-07-11,Moderate
2,117,2020-03-15,Light
1,1406,2020-04-19,Moderate
3,1427,2020-12-15,Light
1,363,2020-06-29,Severe
2,64,2020-03-16,Light
3,698,2020-02-28,Light
3,266,2020-02-05,Moderate
2,577,2020-06-29,Heavy
3,1700,2020-02-22,Moderate
2,1032,2020-06-10,Moderate
1,734,2020-12-18,Severe
1,425,2020-11-21,Severe
2,1381,2020-02-11,Light
2,1605,2020-03-10,Light
2,712,2020-03-20,Moderate
4,1675,2020-05-27,UNK
3,1701,2020-03-18,Heavy
1,233,2020-10-16,Severe
3,710,2020-01-09,Light
1,1413,2020-07-25,Severe
2,154,2020-07-25,Moderate
2,1675,2020-04-30,Light
1,625,2020-09-27,Severe
3,53,2020-03-11,Moderate
1,522,2020-12-12,Severe
1,322,2020-09-11,Severe
2,1405,2020-03-28,Light
2,818,2020-09-25,Heavy
2,735,2020-04-17,Light
2,311,2020-03-05,Moderate
1,773,2020-08-21,Severe
2,352,2020-02-26,Light
1,112,2020-12-21,Severe
1,959,2020-08-19,Severe
1,1469,2020-05-02,Moderate
2,118,2020-07-29,Light
2,1433,2020-08-03,Light
3,1137,2020-12-24,Light
1,592,2020-10-14,Severe
2,321,2020-05-19,Light
2,5,2020-10-27,Light
3,108,2020-01-19,Light
1,968,2020-12-01,Moderate
2,125,2020-04-11,Light
1,1687,2020-08-21,Severe
1,354,2020-01-24,Severe
1,1559,2020-10-08,Moderate
2,723,2020-10-20,Light
2,105,2020-02-05,Light
2,1121,2020-08-07,Light
2,1702,2020-07-03,Light
1,950,2020-10-19,Severe
2,1202,2020-06-09,Moderate
1,251,2020-07-30,Severe
3,1167,2020-10-21,Light
2,919,2020-04-14,Light
2,1676,2020-01-13,Light
1,1224,2020-09-11,Severe
1,1616,2020-03-30,Severe
2,1703,2020-04-23,Light
1,1004,2020-01-27,Severe
2,898,2020-03-10,Light
2,9,2020-01-30,Light
2,1319,2020-07-05,Heavy
2,1321,2020-08-06,Light
2,1424,2020-09-15,Light
2,318,2020-01-02,Light
2,1458,2020-06-20,Light
2,795,2020-07-23,Light
2,244,2020-03-12,Light
2,1258,2020-06-23,Moderate
2,625,2020-11-12,Moderate
5,870,2020-10-06,Severe
3,1704,2020-01-06,Light
1,685,2020-12-01,Severe
1,227,2020-03-13,Severe
2,1624,2020-03-03,Light
2,442,2020-08-11,Light
3,1051,2020-03-19,Light
1,520,2020-07-29,Severe
2,1443,2020-09-09,Light
2,544,2020-04-04,Light
1,601,2020-01-10,Severe
2,337,2020-04-23,Light
2,1297,2020-06-25,Moderate
2,1655,2020-11-25,Light
2,1058,2020-12-12,Light
2,1266,2020-12-12,Light
2,1295,2020-02-11,Light
2,204,2020-05-21,Light
2,336,2020-03-23,Light
1,545,2020-01-09,Severe
2,734,2020-05-15,Light
2,43,2020-08-10,Light
5,1705,2020-02-14,Severe
2,670,2020-01-30,Light
1,932,2020-12-21,Moderate
1,1513,2020-06-30,Moderate
2,780,2020-07-14,Light
2,809,2020-10-14,Light
2,295,2020-08-02,Light
2,5,2020-09-03,Light
2,234,2020-02-11,Moderate
2,1707,2020-10-27,Light
1,31,2020-08-16,Moderate
1,864,2020-04-06,Severe
2,361,2020-11-28,Light
2,736,2020-09-20,Light
1,1000,2020-08-19,Severe
1,560,2020-02-22,Severe
3,1040,2020-12-30,Light
2,1556,2020-12-31,Light
1,604,2020-08-25,Severe
5,1708,2020-01-15,Severe
2,1023,2020-03-05,Light
2,1007,2020-10-23,Light
2,145,2020-12-17,Light
2,281,2020-09-30,Light
2,884,2020-06-06,Light
2,1709,2020-02-26,Light
2,32,2020-01-28,Light
3,1053,2020-01-17,Moderate
